serial_num,subject_code,course_type,lab_or_lecture,department,branch,batch,faculty_code,floor,room_num,day,start_time,end_time,year,duration
23,DC,PC,lab,CSE,DS,A,SBG,,410A,tuesday,11:15,12:15,TE,
24,DC,PC,lab,CSE,DS,B,SBG,,410B,tuesday,12:15,1:15,TE,
25,BAP,PE,lab,all,all,C,SC,,606B,tuesday,2:00,4:00,TE,
26,HMI,OE,lab,all,all,C,DRK,,410A,tuesday,2:00,4:00,TE,
27,HMI,OE,lab,all,all,D,DRK,,410B,tuesday,2:00,4:00,TE,
28,CC,OE,lab,all,all,B,VB,,406B,tuesday,2:00,4:00,TE,
29,CSDF,OE,lab,all,all,A,DCK,,308,tuesday,2:00,4:00,TE,
30,DA,OE,lab,all,all,A,RS,,606A,tuesday,2:00,4:00,TE,
31,DSA,OE,lab,all,all,C,VH,,408,tuesday,2:00,4:00,TE,
32,UED,OE,lab,all,all,A,VK,,608,tuesday,2:00,4:00,TE,
33,BCT,OE,lab,all,all,B-OE,RP,,404,tuesday,2:00,4:00,TE,
34,BAP,PE,lecture,all,all,NA,SC,,008,wednesday,9:00,10:00,TE,
35,EH,PE,lab,all,all,E,RF,,406A,wednesday,9:00,10:00,TE,
36,BCT,PE,lab,all,all,A-PE,SYC,,410A,wednesday,9:00,10:00,TE,
37,BDA,PE,lab,all,all,D,AH,,410B,wednesday,9:00,10:00,TE,
38,ML,PE,lab,all,all,C,SD,,406B,wednesday,9:00,10:00,TE,
39,DC,PC,lab,CSE,DS,C,SBG,,406A,wednesday,11:15,12:15,TE,
40,DC,PC,lab,CSE,DS,D,SND,,604,wednesday,12:15,1:15,TE,
41,ML,PC,lab,CSE,DS,A,AH,,404,wednesday,11:15,12:15,TE,
42,ML,PC,lab,CSE,DS,B,SD,,406B,wednesday,12:15,1:15,TE,
43,DA,OE,lecture,all,all,NA,RS,,405,wednesday,2:00,4:00,TE,
44,CC,OE,lab,all,all,A,VB,,406B,wednesday,2:00,4:00,TE,
45,ST,OE,lab,all,all,A,RK,,606A,wednesday,2:00,4:00,TE,
46,UED,OE,lab,all,all,B,VK,,608,wednesday,2:00,4:00,TE,
47,BCT,OE,lab,all,all,A-OE,RP,,410A,wednesday,2:00,4:00,TE,
48,CON,OE,lab,all,all,A,MP,,503,wednesday,2:00,4:00,TE,
49,ML,OE,lecture,all,all,NA,SD,,601,thursday,9:00,11:00,TE,
50,BCT,PE,lab,all,all,B-PE,DDA,,404,thursday,9:00,11:00,TE,
51,BAP,PE,lab,all,all,E,SC,,603B,thursday,9:00,11:00,TE,
52,BDA,PE,lab,all,all,F,AH,,410B,thursday,9:00,11:00,TE,
53,HMI,OE,lab,all,all,B,DRK,,411,thursday,9:00,11:00,TE,
54,ML,PC,lecture,CSE,DS,NA,SJK,,409,thursday,11:15,12:15,TE,
55,ML,PC,lecture,CSE,DS,NA,SJK,,409,thursday,12:15,1:15,TE,
56,CC,OE,lecture,all,all,NA,VB,,601,thursday,2:00,4:00,TE,
57,HMI,OE,lecture,all,all,NA,DRK,,405,thursday,2:00,4:00,TE,
58,ST,OE,lecture,all,all,NA,RK,,605,thursday,2:00,4:00,TE,
59,DSA,OE,lecture,all,all,NA,VH,,407,thursday,2:00,4:00,TE,
60,CSDF,OE,lecture,all,all,NA,DCK,,509,thursday,2:00,4:00,TE,
61,UED,OE,lecture,all,all,NA,KG,,online,thursday,2:00,4:00,TE,
62,DA,OE,lab,all,all,C,VK,,606A,thursday,2:00,4:00,TE,
63,CON,OE,lecture,all,all,NA,MP,,506B,thursday,2:00,4:00,TE,
64,EH,PE,lecture,all,all,NA,RP,,203,friday,9:00,11:00,TE,
65,BAP,PE,lab,all,all,G,SC,,702B,friday,9:00,11:00,TE,
66,BDA,PE,lab,all,all,B,AH,,406A,friday,9:00,11:00,TE,
67,BDA,PE,lab,all,all,C,AH,,406B,friday,9:00,11:00,TE,
68,BCT,PE,lab,all,all,D-PE,SYC,,410A,friday,9:00,11:00,TE,
69,NLP,PE,lab,all,all,A,RK,,608,friday,9:00,11:00,TE,
70,DC,PC,lecture,CSE,DS,NA,SBG,,407,friday,11:15,12:15,TE,
71,DC,PC,lecture,CSE,DS,NA,SBG,,407,friday,12:15,1:15,TE,
72,BCT,OE,lecture,all,all,NA,DDA,,203,friday,2:00,4:00,TE,
73,DBMS,OE,lecture,all,all,NA,DRK,,405,friday,2:00,4:00,TE,
74,ML,PE,lab,all,all,D,SD,,608,friday,2:00,4:00,TE,
75,BAP,PE,lab,all,all,D,SC,,603B,friday,2:00,4:00,TE,
76,BAP,PE,lab,all,all,H,SC,,603C,friday,2:00,4:00,TE,
77,BDA,PE,lab,all,all,A,AH,,410A,friday,2:00,4:00,TE,
78,BDA,PE,lab,all,all,E,AH,,410B,friday,2:00,4:00,TE,
79,EH,PE,lab,all,all,C,RP,,406A,friday,2:00,4:00,TE,
80,DSA,OE,lab,all,all,A,VH,,408,friday,2:00,4:00,TE,
81,DBMS,OE,lab,all,all,A,DRK,,410A,friday,4:00,6:00,TE,
82,DSA,M,lecture,all,all,NA,NR,,603,monday,4:00,6:00,TE,
83,OS,M,lab,all,all,A,JR,,606,monday,4:00,6:00,TE,
84,DSA,M,lecture,all,all,NA,NR,,603,tuesday,4:00,6:00,TE,
85,OS,M,lab,all,all,A,JR,,606,tuesday,4:00,6:00,TE,
86,DSA,M,lecture,all,all,NA,NR,,603,wednesday,4:00,6:00,TE,
87,OS,M,lab,all,all,A,JR,,606,wednesday,4:00,6:00,TE,
88,DSA,M,lecture,all,all,NA,NR,,603,thursday,4:00,6:00,TE,
89,OS,M,lab,all,all,A,JR,,606,thursday,4:00,6:00,TE,
90,ML,PC,lecture,CSE,AIML,all,SJK,4,409,monday,11:15,12:15,TE,
91,DC,PC,lecture,CSE,AIML,all,VK,4,409,monday,12:15,1:15,TE,
92,ML,PC,lab,CSE,AIML,C,SJK,6,603C,tuesday,11:15,12:15,TE,
93,ML,PC,lab,CSE,AIML,D,SJK,6,603A,tuesday,12:15,1:15,TE,
94,DC,PC,lab,CSE,AIML,A,VK,6,606A,tuesday,11:15,12:15,TE,
95,DC,PC,lab,CSE,AIML,B,VK,6,606B,tuesday,12:15,1:15,TE,
96,ML,PC,lecture,CSE,AIML,NA,SJK,4,409,wednesday,11:15,12:15,TE,
97,ML,PC,lecture,CSE,AIML,NA,SJK,4,409,wednesday,12:15,1:15,TE,
98,DC,PC,lecture,CSE,AIML,NA,VK,4,407,thursday,11:15,12:15,TE,
99,DC,PC,lecture,CSE,AIML,NA,VK,4,407,thursday,12:15,1:15,TE,
100,ML,PC,lab,CSE,AIML,A,SJK,4,410A,friday,11:15,1:15,TE,
101,ML,PC,lab,CSE,AIML,B,SJK,4,410B,friday,11:15,1:15,TE,
102,DC,PC,lab,CSE,AIML,C,VK,4,406A,friday,11:15,1:15,TE,
103,DC,PC,lab,CSE,AIML,D,SND,6,604,friday,11:15,1:15,TE,
104,SPCC,PC,lecture,CE,COMPSA,NA,AAG,6,605,monday,11:15,12:15,TE,
105,FOSIP,PC,lecture,CE,COMPSA,NA,KT,6,605,monday,12:15,1:15,TE,
106,SPCC,PC,lecture,CE,COMPSA,NA,AAG,4,409,tuesday,11:15,12:15,TE,
107,FOSIP,PC,lecture,CE,COMPSA,NA,KT,4,409,tuesday,12:15,1:15,TE,
108,SPCC,PC,lecture,CE,COMPSA,NA,AAG,6,407,wednesday,11:15,12:15,TE,
109,FOSIP,PC,lecture,CE,COMPSA,NA,KT,6,407,wednesday,12:15,1:15,TE,
110,SPCC,PC,lab,CE,COMPSA,A,AAG,6,606A,thursday,11:15,1:15,TE,
111,SPCC,PC,lab,CE,COMPSA,B,AAG,6,606B,thursday,11:15,1:15,TE,
112,FOSIP,PC,lab,CE,COMPSA,C,KT,7,702B,thursday,11:15,1:15,TE,
113,FOSIP,PC,lab,CE,COMPSA,D,KT,7,702A,thursday,11:15,1:15,TE,
114,SPCC,PC,lab,CE,COMPSA,C,AAG,6,606A,thursday,11:15,1:15,TE,
115,SPCC,PC,lab,CE,COMPSA,D,AAG,6,606B,thursday,11:15,1:15,TE,
116,FOSIP,PC,lab,CE,COMPSA,A,KT,7,608,friday,11:15,1:15,TE,
117,FOSIP,PC,lab,CE,COMPSA,B,JS,7,406B,friday,11:15,1:15,TE,
118,SPCC,PC,lab,CE,COMPSB,C,AR,7,702A,monday,11:15,1:15,TE,
119,SPCC,PC,lab,CE,COMPSB,D,AR,7,702B,monday,11:15,1:15,TE,
120,FOSIP,PC,lab,CE,COMPSB,A,SK,6,603B,monday,11:15,1:15,TE,
121,FOSIP,PC,lab,CE,COMPSB,B,SK,6,603C,monday,11:15,1:15,TE,
122,SPCC,PC,lab,CE,COMPSB,A,AR,7,702A,friday,11:15,1:15,TE,
123,SPCC,PC,lab,CE,COMPSB,B,AR,7,702B,friday,11:15,1:15,TE,
124,FOSIP,PC,lab,CE,COMPSB,C,SK,6,603B,friday,11:15,1:15,TE,
125,FOSIP,PC,lab,CE,COMPSB,D,SK,6,603C,friday,11:15,1:15,TE,
126,FOSIP,PC,lecture,CE,COMPSB,NA,SK,6,605,tuesday,11:15,12:15,TE,
127,SPCC,PC,lecture,CE,COMPSB,NA,AR,6,605,tuesday,12:15,1:15,TE,
128,SPCC,PC,lecture,CE,COMPSB,NA,AR,6,609,wednesday,11:15,12:15,TE,
129,FOSIP,PC,lecture,CE,COMPSB,NA,SK,6,609,wednesday,12:15,1:15,TE,
130,FOSIP,PC,lecture,CE,COMPSB,NA,SK,6,605,thursday,11:15,12:15,TE,
131,SPCC,PC,lecture,CE,COMPSB,NA,AR,6,605,thursday,12:15,1:15,TE,
132,DAA,PC,lecture,CE,COMPSA,NA,SND,,,monday,10:00,11:00,SE,
133,PCS,SBC,lab,CE,COMPSA,C,DN,6,607B,monday,11:15,13:15,SE,
134,DAA,PC,lab,CE,COMPSA,D,SND,6,604,monday,11:15,13:15,SE,
135,LA,BSC,lab,CE,COMPSA,A,CRG,7,703,monday,11:15,13:15,SE,
136,CCN,PC,lab,CE,COMPSA,B,AVS,6,606-5,monday,11:15,13:15,SE,
137,LA,BSC,lecture,CE,COMPSA,NA,CRG,,,monday,14:00,15:00,SE,
138,FOM-II,BSC(LE),lecture,all,all,NA,RRS,,,monday,14:00,15:00,SE,
139,DSA,M,lecture,all,all,NA,NR,6,609,monday,16:00,18:00,SE,
140,OS,M,lab,all,all,A,JR,6,606,monday,16:00,18:00,SE,
141,CCN,PC,lecture,CE,COMPSA,NA,AVS,,,tuesday,9:00,10:00,SE,
142,DAA,PC,lecture,CE,COMPSA,NA,SND,,,tuesday,10:00,11:00,SE,
143,CCN,PC,lab,CE,COMPSA,A,AVS,6,608,tuesday,11:15,13:15,SE,
144,OS,PC,lab,CE,COMPSA,B,KKD,6,607B,tuesday,11:15,13:15,SE,
145,LA,BSC,lab,CE,COMPSA,D,CRG,7,703,tuesday,11:15,13:15,SE,
146,DAA,PC,lab,CE,COMPSA,C,SND,6,604,tuesday,11:15,13:15,SE,
147,OS,PC,lecture,CE,COMPSA,NA,KKD,,,tuesday,14:00,15:00,SE,
148,DSA,M,lab,all,all,A,JR,6,603,tuesday,16:00,18:00,SE,
149,OS,M,lab,all,all,B,NR,6,606,tuesday,16:00,18:00,SE,
150,PCS,SBC,lab,CE,COMPSA,D,DN,6,607B,wednesday,9:00,11:00,SE,
151,OS,PC,lab,CE,COMPSA,A,KKD,6,606-4,wednesday,9:00,11:00,SE,
152,LA,BSC,lab,CE,COMPSA,B,CRG,7,703,wednesday,9:00,11:00,SE,
153,LA,BSC,lab,CE,COMPSA,C,SP,6,608,wednesday,9:00,11:00,SE,
154,PCS,SBC,lecture,CE,COMPSA,NA,DN,,,wednesday,11:15,12:15,SE,
155,OS,PC,lecture,CE,COMPSA,NA,KKD,,,wednesday,12:15,13:15,SE,
156,LA,BSC,lecture,CE,COMPSA,NA,CRG,,,wednesday,14:00,15:00,SE,
157,DSA,M,lecture,all,all,NA,NR,6,603,wednesday,16:00,18:00,SE,
158,OS,M,lecture,all,all,NA,JR,6,606,wednesday,16:00,18:00,SE,
159,OS,PC,lecture,CE,COMPSA,NA,KKD,6,,thursday,9:00,10:00,SE,
160,DAA,PC,lecture,CE,COMPSA,NA,SND,6,,thursday,10:00,11:00,SE,
161,OS,PC,lab,CE,COMPSA,D,KKD,6,603-3,thursday,11:15,13:15,SE,
162,PCS,SBC,lab,CE,COMPSA,A,DN,6,607B,thursday,11:15,13:15,SE,
163,DAA,PC,lab,CE,COMPSA,B,SND,6,604,thursday,11:15,13:15,SE,
164,CCN,PC,lab,CE,COMPSA,C,AVS,6,603-2,thursday,11:15,13:15,SE,
165,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,thursday,14:00,15:00,SE,
166,DSA,M,lab,all,all,C,NR,6,603,thursday,16:00,18:00,SE,
167,OS,M,lab,all,all,C,JR,6,606,thursday,16:00,18:00,SE,
168,CCN,PC,lab,CE,COMPSA,D,AVS,6,603-2,friday,9:00,11:00,SE,
169,DAA,PC,lab,CE,COMPSA,A,SND,6,604,friday,9:00,11:00,SE,
170,PCS,SBC,lab,CE,COMPSA,B,DN,6,607B,friday,9:00,11:00,SE,
171,OS,PC,lab,CE,COMPSA,C,KKD,6,606-4,friday,9:00,11:00,SE,
172,CCN,PC,lecture,CE,COMPSA,NA,AVS,6,,friday,11:15,12:15,SE,
173,CCN,PC,lecture,CE,COMPSA,NA,AVS,6,,friday,12:15,13:15,SE,
174,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,friday,14:00,15:00,SE,
175,LA,BSC,lab,CE,COMPSB,D,CRG,7,703,monday,9:00,11:00,SE,
176,CCN,PC,lab,CE,COMPSB,A,JS,6,603C,monday,9:00,11:00,SE,
177,DAA,PC,lab,CE,COMPSB,B,PBB,6,606B,monday,9:00,11:00,SE,
178,PCS,SBC,lab,CE,COMPSB,C,DN,6,607B,monday,9:00,11:00,SE,
179,DAA,PC,lecture,CE,COMPSB,NA,PBB,6,609,monday,11:15,12:15,SE,
180,CCN,PC,lecture,CE,COMPSB,NA,JS,6,609,monday,12:15,13:15,SE,
181,FOM-II,BSC(LE),lecture,all,all,DSE,RRS,3,309,monday,14:00,15:00,SE,
182,DSA,M,lecture,all,all,NA,NR,6,609,monday,16:00,18:00,SE,
183,OS,M,lab,all,all,A,JR,6,606,monday,16:00,18:00,SE,
184,CCN,PC,lab,CE,COMPSB,B,JS,6,603C,tuesday,9:00,11:00,SE,
185,OS,PC,lab,CE,COMPSB,D,SK,6,606A,tuesday,9:00,11:00,SE,
186,DAA,PC,lab,CE,COMPSB,C,PBB,6,606B,tuesday,9:00,11:00,SE,
187,PCS,SBC,lab,CE,COMPSB,A,DN,6,607B,tuesday,9:00,11:00,SE,
188,PCS,SBC,lecture,CE,COMPSB,NA,DN,6,609,tuesday,11:15,12:15,SE,
189,OS,PC,lecture,CE,COMPSB,NA,SK,6,609,tuesday,12:15,13:15,SE,
190,CCN,PC,lecture,CE,COMPSB,NA,JS,6,609,tuesday,14:00,15:00,SE,
191,DSA,M,lab,all,all,A,NR,6,609,tuesday,16:00,18:00,SE,
192,OS,M,lab,all,all,B,JR,6,606,tuesday,16:00,18:00,SE,
193,CCN,PC,lecture,CE,COMPSB,NA,JS,6,609,wednesday,9:00,10:00,SE,
194,DAA,PC,lecture,CE,COMPSB,NA,PBB,6,609,wednesday,10:00,11:00,SE,
195,CCN,PC,lab,CE,COMPSB,C,JS,6,603B,wednesday,11:15,13:15,SE,
196,OS,PC,lab,CE,COMPSB,B,SK,6,603C,wednesday,11:15,13:15,SE,
197,DAA,PC,lab,CE,COMPSB,D,PBB,6,606B,wednesday,11:15,13:15,SE,
198,LA,BSC,lab,CE,COMPSB,A,CRG,7,703,wednesday,11:15,13:15,SE,
199,DSA,M,lab,all,all,B,NR,6,603,wednesday,16:00,18:00,SE,
200,OS,M,lecture,all,all,NA,JR,6,606,wednesday,16:00,18:00,SE,
201,CCN,PC,lab,CE,COMPSB,D,JS,6,603C,thursday,9:00,11:00,SE,
202,OS,PC,lab,CE,COMPSB,A,SK,6,606A,thursday,9:00,11:00,SE,
203,PCS,SBC,lab,CE,COMPSB,B,DN,6,607B,thursday,9:00,11:00,SE,
204,LA,BSC,lab,CE,COMPSB,C,CRG,7,703,thursday,9:00,11:00,SE,
205,DAA,PC,lecture,CE,COMPSB,NA,PBB,6,609,thursday,11:15,12:15,SE,
206,OS,PC,lecture,CE,COMPSB,NA,SK,6,609,thursday,12:15,13:15,SE,
207,LA,BSC,lecture,CE,COMPSB,NA,CRG,6,609,thursday,14:00,15:00,SE,
208,FOM-II,BSC(LE),lecture,all,all,DSE,RRS,3,309,thursday,14:00,15:00,SE,
209,DSA,M,lab,all,all,C,NR,6,603,thursday,16:00,18:00,SE,
210,OS,M,lab,all,all,C,JR,6,605,thursday,16:00,18:00,SE,
211,LA,BSC,lecture,CE,COMPSB,NA,CRG,6,609,friday,9:00,10:00,SE,
212,OS,PC,lecture,CE,COMPSB,NA,SK,6,609,friday,10:00,11:00,SE,
213,LA,BSC,lab,CE,COMPSB,B,CRG,7,703,friday,11:15,13:15,SE,
214,OS,PC,lab,CE,COMPSB,C,AVN,6,603C,friday,11:15,13:15,SE,
215,DAA,PC,lab,CE,COMPSB,A,PBB,6,607B,friday,11:15,13:15,SE,
216,PCS,SBC,lab,CE,COMPSB,D,DN,6,609,friday,11:15,13:15,SE,
217,FOM-II,BSC(LE),lecture,all,all,DSE,RRS,3,309,friday,14:00,15:00,SE,
218,DAA,PC,lab,CSE,AIML,D,AT,4,406B,monday,9:00,11:00,SE,
219,OS,PC,lab,CSE,AIML,B,SYC,4,408,monday,9:00,11:00,SE,
220,PCS,SBC,lab,CSE,AIML,C,SD,4,407,monday,9:00,11:00,SE,
221,LA,BSC,lab,CSE,AIML,A,SP,4,410C,monday,9:00,11:00,SE,
222,CCN,PC,lecture,CSE,AIML,NA,DDA,4,405,monday,11:15,12:15,SE,
223,CCN,PC,lecture,CSE,AIML,NA,DDA,4,405,monday,12:15,13:15,SE,
224,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,monday,14:00,15:00,SE,
225,DSA,M,lecture,all,all,NA,NR,6,609,monday,16:00,18:00,SE,
226,OS,M,lab,all,all,A,JR,6,606,monday,16:00,18:00,SE,
227,DAA,PC,lecture,CSE,AIML,NA,AT ,4,405,tuesday,9:00,10:00,SE,
228,DAA,PC,lecture,CSE,AIML,NA,AT,4,405,tuesday,10:00,11:00,SE,
229,OS,PC,lab,CSE,AIML,D,SYC,4,408,tuesday,11:15,13:15,SE,
230,LA,BSC,lab,CSE,AIML,B,RM,4,404,tuesday,11:15,13:15,SE,
231,DAA,PC,lab,CSE,AIML,C,AT,7,702B,tuesday,11:15,13:15,SE,
232,CCN,PC,lab,CSE,AIML,A,JS,4,412,tuesday,11:15,13:15,SE,
233,LA,BSC,lecture,CSE,AIML,NA,RM,4,405,tuesday,14:00,15:00,SE,
234,DSA,M,lecture,all,all,NA,NR,6,609,tuesday,16:00,18:00,SE,
235,OS,M,lecture,all,all,NA,JR,6,605,tuesday,16:00,18:00,SE,
236,CCN,PC,lab,CSE,AIML,B,DDA,4,404,wednesday,9:00,11:00,SE,
237,PCS,SBC,lab,CSE,AIML,D,SD,4,407,wednesday,9:00,11:00,SE,
238,DAA,PC,lab,CSE,AIML,A,SAK,4,410B,wednesday,9:00,11:00,SE,
239,LA,BSC,lab,CSE,AIML,C,RM,4,410C,wednesday,9:00,11:00,SE,
240,CCN,PC,lecture,CSE,AIML,NA,DDA,4,405,wednesday,11:15,12:15,SE,
241,LA,BSC,lecture,CSE,AIML,NA,RM,4,405,wednesday,12:15,13:15,SE,
242,PCS,SBC,lecture,CSE,AIML,NA,SD,4,405,wednesday,14:00,15:00,SE,
243,DSA,M,lecture,all,all,NA,NR,6,609,wednesday,16:00,18:00,SE,
244,OS,M,lab,all,all,B,JR,6,606,wednesday,16:00,18:00,SE,
245,DAA,PC,lecture,CSE,AIML,NA,AT,4,405,thursday,9:00,10:00,SE,
246,OS,PC,lecture,CSE,AIML,NA,SYC,4,405,thursday,10:00,11:00,SE,
247,PCS,SBC,lab,CSE,AIML,A,SD,4,406A,thursday,11:15,13:15,SE,
248,DAA,PC,lab,CSE,AIML,B,AT,4,404,thursday,11:15,13:15,SE,
249,OS,PC,lab,CSE,AIML,C,JR,4,408,thursday,11:15,13:15,SE,
250,CCN,PC,lab,CSE,AIML,D,JS,4,410B,thursday,11:15,13:15,SE,
251,FOM-II,BSC(LE),lecture,CSE,AIML,NA,RRS,3,309,thursday,14:00,15:00,SE,
252,DSA,M,lecture,all,all,NA,NR,6,609,thursday,16:00,18:00,SE,
253,OS,M,lab,all,all,C,JR,6,606,thursday,16:00,18:00,SE,
254,OS,PC,lecture,CSE,AIML,NA,SYC,4,405,friday,9:00,10:00,SE,
255,OS,PC,lecture,CSE,AIML,NA,SYC,4,405,friday,10:00,11:00,SE,
256,OS,PC,lab,CSE,AIML,A,JR,4,408,friday,11:15,13:15,SE,
257,LA,PC,lab,CSE,AIML,D,RM,4,412,friday,11:15,13:15,SE,
258,CCN,PC,lab,CSE,AIML,C,DDA,4,404,friday,11:15,13:15,SE,
259,PCS,SBC,lab,CSE,AIML,B,SD,4,409,friday,11:15,13:15,SE,
260,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,friday,14:00,15:00,SE,
261,CCN,PC,lecture,CSE,AIML,NA,AVS,4,405,monday,9:00,10:00,SE,
262,CCN,PC,lecture,CSE,AIML,NA,AVS,4,405,monday,10:00,11:00,SE,
263,DAA,PC,lab ,CSE,AIML,D,AVN,4,410B,monday,11:15,13:15,SE,
264,PCS,SBC,lab ,CSE,AIML,C,SD,4,408,monday,11:15,13:15,SE,
265,LA,BSC,lab,CSE,AIML,B ,RM,4,404,monday,11:15,13:15,SE,
266,CCN,PC,lab,CSE,AIML,A,JR,4,406B,monday,11:15,13:15,SE,
267,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,monday,14:00,15:00,SE,
268,DSA,M,lecture,all,all,NA,NR,6,609,monday,16:00,18:00,SE,
269,OS,M,lab,all,all,A,JR,6,606,monday,16:00,18:00,SE,
270,PCS,SBC,lab,CSE,AIML,B,SD,4,407,tuesday,9:00,11:00,SE,
271,LA,BSC,lab,CSE,AIML,D,RM,4,410C,tuesday,9:00,11:00,SE,
272,DAA,PC,lab,CSE,AIML,C,AVN,4,410B,tuesday,9:00,11:00,SE,
273,OS,PC,lab,CSE,AIML,A,VB,4,408,tuesday,9:00,11:00,SE,
274,PCS,SBC,lecture,CSE,AIML,NA,SD,,405,tuesday,11:15,12:15,SE,
275,DAA,PC,lecture,CSE,AIML,NA,AVN,4,405,tuesday,12:15,13:15,SE,
276,CCN,PC,lecture,CSE,AIML,NA,AVS,4,407,tuesday,14:00,15:00,SE,
277,DSA,M,lecture,all,all,NA,NRR,6,603,tuesday,16:00,18:00,SE,
278,OS,M,lecture,all,all,NA,JR,6,605,tuesday,16:00,18:00,SE,
279,DAA,PC,lecture,CSE,AIML,NA,AVN ,4,405,wednesday,9:00,10:00,SE,
280,DAA,PC,lecture,CSE,AIML,NA,AVN,4,405,wednesday,10:00,11:00,SE,
281,DAA,PC,lab,CSE,AIML,B,AVN,4,410B,wednesday,11:15,13:15,SE,
282,OS,PC,lab,CSE,AIML,C,AT,4,408,wednesday,11:15,13:15,SE,
283,CCN,PC,lab,CSE,AIML,D,JR,4,410A,wednesday,11:15,13:15,SE,
284,PCS,SBC,lab,CSE,AIML,A,SD,4,412,wednesday,11:15,13:15,SE,
285,OS,PC,lecture,CSE,AIML,NA,AT,4,407,wednesday,14:00,15:00,SE,
286,DSA,M,lecture,all,all,NA,NR,6,609,wednesday,16:00,18:00,SE,
287,OS,M,lab,all,all,B,JR,6,606,wednesday,16:00,18:00,SE,
288,CCN,PC,lab,CSE,AIML,B,AVS,4,410A,thursday,9:00,11:00,SE,
289,OS,PC,lab,CSE,AIML,D,VB,4,406B,thursday,9:00,11:00,SE,
290,DAA,PC,lab,CSE,AIML,A,AVN,4,410B,thursday,9:00,11:00,SE,
291,LA,BSC,lab,CSE,AIML,C,SP,4,410C,thursday,9:00,11:00,SE,
292,LA,BSC,lecture,CSE,AIML,NA,RM,4,405,thursday,11:15,12:15,SE,
293,LA,BSC,lecture,CSE,AIML,NA,RM,4,405,thursday,12:15,13:15,SE,
294,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,thursday,14:00,15:00,SE,
295,DSA,M,lecture,all,all,NA,NR,6,609,thursday,16:00,18:00,SE,
296,OS,M,lab,all,all,C,JR,6,606,thursday,16:00,18:00,SE,
297,PCS,SBC,lab,CSE,AIML,D,SD,4,407,friday,9:00,11:00,SE,
298,OS,PC,lab,CSE,AIML,B,AT,4,408,friday,9:00,11:00,SE,
299,LA,BSC,lab,CSE,AIML,A,RM,4,404,friday,9:00,11:00,SE,
300,CCN,PC,lab,CSE,AIML,C,AVN,4,410B,friday,9:00,11:00,SE,
301,OS,PC,lecture,CSE,AIML,NA,AT,4,405,friday,11:15,12:15,SE,
302,OS,PC,lecture,CSE,AIML,NA,AT,4,405,friday,12:15,13:15,SE,
303,FOM-II,BSC(LE),lecture,all,all,NA,RRS,3,309,friday,14:00,15:00,SE,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
